pair_id,cosine_score,manhattan_distance,euclidean_distance,dot_product
15824649_2378342,-0.13962317,-464.41483,-21.243456,-27.631554
12141375_15096871,0.20507652,-376.7297,-16.946768,36.68114
16230917_2378342,-0.12254405,-475.42313,-21.573872,-25.337702
3940075_15096871,-0.12592864,-481.76556,-21.753477,-26.448685
14376651_15096871,-0.1386671,-472.67917,-21.537292,-28.243954
13321306_16411613,-0.029715538,-511.94083,-23.001335,-7.609942
16600473_10279661,-0.08573294,-468.22864,-21.479092,-17.506466
17537479_10279661,0.036010623,-487.8145,-22.078022,9.069866
15374923_10279661,-0.02631545,-480.36502,-21.721022,-5.937764
7595289_3967374,0.07696748,-423.78677,-19.547197,15.926807
6384750_8679099,0.11793625,-416.20248,-18.65058,22.9863
14798000_8679099,-0.035948753,-474.56903,-21.331408,-7.8928185
13025299_8679099,0.010723174,-463.2786,-20.64882,2.3085783
13523941_3967374,0.01309514,-443.57498,-19.9314,2.632349
13328833_9002894,0.15208685,-409.87836,-18.734966,31.168243
10721741_8679099,-0.0065789223,-452.78046,-20.760704,-1.4067616
521798_3967374,0.0951885,-435.1557,-19.596016,20.198914
17391666_8679099,0.032738805,-442.02988,-19.87787,6.6513186
15609965_4679313,0.03772068,-458.26614,-20.785727,8.458734
8031151_16638707,0.067475796,-461.95044,-21.051462,16.03199
2837080_17557441,0.017490387,-450.46204,-20.487995,3.7332544
8420324_16638707,0.023533463,-469.92627,-21.284773,5.4554467
3127506_6473393,0.08540219,-432.30682,-19.630953,17.711365
10758350_16638707,-0.0033676624,-473.07916,-21.66159,-0.7871883
6611122_4679313,-0.03051889,-488.73608,-22.033613,-7.1887846
13900383_16638707,-0.020671368,-492.44055,-22.097715,-4.9447403
13561587_16638707,0.019949853,-453.0708,-20.810444,4.3900843
11013824_1089843,-0.05695808,-462.85376,-20.955215,-11.826832
12923509_1089843,0.119253516,-402.71088,-18.428484,22.964823
2558175_1089843,0.025009096,-449.91473,-20.246946,5.2529564
11013824_17387311,-0.048733473,-454.01276,-20.612753,-9.857121
12322819_5325110,-0.02243042,-472.9804,-21.70366,-5.164685
9043141_5325110,-0.059359312,-490.8152,-22.13199,-13.71863
13116850_5325110,-0.08899188,-495.49878,-22.526602,-20.73087
10608035_5325110,0.05309677,-434.70734,-20.151665,11.3161125
13648647_17247922,-0.13095427,-503.88403,-22.944242,-30.474756
11048986_17247922,-0.035152078,-456.87775,-20.363625,-6.971384
17267687_17247922,-0.094929695,-478.08868,-21.967648,-20.905207
15123137_13263761,-0.17893481,-515.13324,-23.245155,-40.93114
11313320_9015238,-0.016192913,-485.1358,-21.588694,-3.7100399
15561060_5953761,0.07866764,-440.50803,-19.834707,16.794693
12758564_9015238,-0.046211243,-472.93213,-21.184479,-9.908721
14016090_10583636,-0.046222925,-476.88367,-21.41599,-10.129602
13046037_10583636,0.00026464462,-468.54828,-21.337753,0.060260773
4713515_3651101,-0.06872082,-438.3288,-20.305265,-13.196911
5925421_9015238,-0.1787293,-476.2829,-21.61897,-35.262897
2512633_5953761,-0.056828022,-463.4251,-21.130243,-12.00424
13502741_9015238,-0.052689433,-461.54388,-21.138966,-11.176743
2119522_4425577,-0.0016522408,-448.99728,-20.525553,-0.34739947
674055_17149043,0.09752756,-403.73676,-18.706842,18.828747
16390717_2692946,0.048545837,-441.92084,-20.510397,10.722427
16988985_16716247,-0.1275909,-482.39096,-22.279251,-28.080875
16627931_2692946,-0.057041287,-467.58246,-21.510683,-12.468901
4264349_2193504,0.0526219,-414.408,-19.217342,10.1879635
401688_2119494,-0.0105443,-473.77942,-22.126318,-2.5534923
13094928_7941578,0.022705317,-445.02704,-20.555054,4.8725605
10657225_2119494,-0.0406121,-460.6091,-21.010935,-8.55964
10530958_6086970,-0.06571865,-472.83282,-21.587132,-14.351891
2013090_11966281,0.2015366,-398.93985,-18.221487,41.474846
7508858_3206224,-0.13599133,-468.8244,-21.546124,-27.523539
11567579_6086970,-0.025250435,-452.02798,-20.715538,-5.2605133
7375891_6086970,0.3605333,-360.20157,-16.44833,75.816666
13417566_11169144,-0.035588026,-432.49164,-19.593185,-6.583179
4386691_3206224,0.03071636,-459.15866,-20.767496,6.8233194
4522084_11169144,-0.061320543,-446.8017,-20.47554,-12.0262985
7220660_3206224,0.019768715,-460.49042,-20.909977,4.402846
12507892_12809946,-0.019715548,-452.99872,-20.504595,-3.9784083
2512633_2049050,0.035413742,-464.34335,-21.026768,8.09074
4125061_4886484,0.11990726,-452.30594,-20.401663,28.348833
12597017_17557493,0.040904045,-473.76642,-21.110098,9.502781
8831572_4886484,-0.0051705837,-506.64618,-22.666216,-1.319128
5798573_4886484,-0.0014078617,-488.5368,-22.344763,-0.35083103
17557444_11383884,-0.053836346,-464.49316,-21.04263,-11.307314
12750106_4886484,-0.11995649,-506.5637,-22.90166,-28.078362
11470113_4886484,-0.015327454,-446.44293,-20.259058,-3.04175
13545898_12626208,-0.03576708,-473.96265,-21.40089,-7.8828955
7081948_8839978,0.033043742,-449.7615,-20.461103,7.1382666
7106626_12626208,0.06119454,-434.2752,-19.742977,12.700862
187005_8839978,-0.0004799366,-455.7795,-20.720884,-0.10281658
1192554_8839978,-0.057370543,-475.5569,-21.323816,-12.316244
1192554_12808324,-0.06774545,-473.08008,-21.312592,-14.37751
13094928_8839978,-0.049966097,-469.6079,-21.600103,-11.060413
14858827_12808324,0.04409343,-431.85693,-19.538998,8.804742
15170431_16583476,0.027425647,-457.61316,-20.895552,6.1427794
17340383_16182625,0.11324167,-412.6253,-18.757298,22.40089
12760639_16583476,0.15927649,-417.51355,-18.731152,32.800995
17267687_16182625,-0.059928656,-466.46457,-21.20632,-12.713358
7514230_2793703,-0.036090136,-456.05365,-20.688938,-7.454501
9123865_2793703,0.025234401,-455.43,-20.49553,5.4343204
3172055_10633151,0.011921287,-440.41418,-19.886414,2.3588288
6575483_2899592,-0.014247537,-464.60602,-21.034481,-3.1051965
9060972_12981473,-0.003137827,-504.41107,-22.60965,-0.7980331
1812810_10734723,0.042562842,-489.40253,-22.05599,10.777042
509582_17557281,0.11691105,-461.94424,-20.825386,28.650898
14214324_12981473,-0.010796905,-503.20148,-22.594482,-2.7196639
14214324_10734723,0.050422788,-489.7196,-21.98237,12.788462
9060972_15928573,0.018745065,-500.43512,-22.424242,4.7920084
1779762_10734723,0.04963565,-480.24432,-22.05156,12.663697
17267687_17557281,-0.22001767,-527.397,-23.983315,-51.64273
7345853_10734723,0.063546896,-489.74106,-21.917122,16.256351
10758350_3705669,-0.15042162,-489.82895,-22.164724,-32.061832
9805750_16756730,-0.10448575,-466.41602,-21.257784,-21.374355
14155624_16756730,0.12676913,-417.58273,-19.084787,26.435814
11923155_16756730,-0.11709738,-471.2797,-21.275858,-23.72171
587047_15950531,0.30905485,-376.7472,-17.174618,65.928635
6082212_9750518,0.04979074,-433.158,-19.609076,10.041584
16866433_4936830,0.030082822,-414.73907,-18.378586,5.204894
4476654_11617218,-0.009087086,-442.21725,-20.380577,-1.870122
15054489_15950531,-0.0011808872,-473.32996,-21.4647,-0.2714182
5987292_15950531,0.049197555,-386.63696,-17.760433,7.6887403
16866433_15595762,0.031418324,-430.88547,-19.400688,6.104487
5987292_9750518,0.09829235,-382.50873,-17.285532,15.312592
187005_4936830,0.07023734,-418.55145,-18.841215,13.151711
8030713_4246294,-0.04719591,-459.50156,-21.335804,-10.2319765
9183264_4246294,-0.002183795,-453.41998,-20.539078,-0.45921254
3386822_4948558,0.017781496,-445.63455,-20.273174,3.71973
648338_4246294,-0.030712128,-470.9572,-21.898031,-7.081686
17500102_11751398,-0.014124155,-449.22205,-20.404676,-2.8991413
6092371_16628944,-0.021113038,-440.70544,-20.078825,-4.167655
1065054_16628944,-0.0016262531,-464.80106,-21.397087,-0.3687353
17281818_11751398,0.011900723,-448.01935,-20.363415,2.4970083
17500102_4246294,-0.0014381409,-446.1023,-20.124826,-0.2907486
9130342_17491172,0.0417552,-426.9773,-19.455273,8.125792
16963047_17491172,0.02230388,-415.08392,-18.871887,4.0426793
16996556_17491172,0.042833745,-380.01776,-17.490423,6.841981
5745889_17491172,0.0649879,-404.66278,-18.60665,11.951258
16978067_3650411,-0.059494138,-444.65936,-20.379637,-11.609066
7206117_5756721,-0.017202258,-431.59003,-19.471338,-3.2018557
2746665_11381635,-0.015410423,-445.55533,-20.237856,-3.0994174
949596_5756721,-0.0045785904,-422.3168,-19.020342,-0.82430756
11193851_5756721,-0.09585059,-429.96616,-19.548105,-16.709982
4409659_11381635,-0.034314394,-433.21445,-19.754469,-6.4729524
6649270_12855039,0.0067383647,-414.47223,-18.570414,1.1690706
12182724_10801966,-0.014582872,-421.965,-18.85917,-2.5498421
1564627_5756721,-0.09648156,-472.39642,-21.296307,-19.761778
6099516_17484970,0.104077816,-463.41327,-20.7633,25.04038
5756721_3696193,-0.1270833,-466.65872,-21.618332,-26.093199
10721741_9070405,0.19469923,-418.17422,-18.982752,43.33854
6754545_8124195,0.0757606,-449.71014,-20.059431,16.31557
5710101_17484970,0.02259159,-449.466,-20.000387,4.5427413
3765158_8124195,0.03835982,-435.71124,-19.961033,7.783353
12887752_9070405,-0.15342617,-494.68503,-22.675882,-34.07016
2900433_3696193,0.014122307,-454.61584,-20.588686,3.0181217
16449910_3696193,0.04288423,-448.68878,-20.523674,9.40304
2837080_17270299,-0.023442984,-460.53638,-20.887575,-4.9934216
7972564_13890232,-0.027768612,-452.72656,-20.778318,-5.827
11628524_2815609,-0.056583405,-490.65176,-22.1317,-13.112303
16676911_17156537,0.04439795,-476.7843,-21.595873,10.790367
15510982_17270299,-0.061573267,-497.35532,-22.678104,-14.861268
13656791_13890232,0.012463212,-473.53183,-21.350666,2.8728168
15897106_17270299,-0.04911852,-487.79373,-22.37214,-11.686742
15821724_17156537,0.0088425875,-454.9978,-20.68043,1.9068098
16750087_13890232,-0.080083966,-463.30032,-21.103651,-16.480473
1672777_14935779,-0.091151476,-461.10742,-20.943562,-18.32101
10608035_14935779,-0.20193732,-472.07294,-21.71591,-39.605087
15196619_14935779,0.036341786,-462.24252,-20.53031,7.920861
3127121_14935779,0.022438288,-465.41016,-20.692818,4.8972154
9664342_14935779,0.04252422,-462.597,-20.512846,9.308571
9099865_7470429,0.022723913,-459.2092,-20.361,4.8128185
13900383_11669750,0.045692563,-444.55212,-20.290977,9.801773
13089772_14935779,-0.12495661,-479.99423,-21.706238,-26.148722
13957999_14935779,-0.08720064,-466.62592,-21.416603,-18.375397
8205766_5152163,-0.021618247,-448.8062,-20.342945,-4.335952
16341546_7346907,-0.04035139,-470.22327,-21.376118,-8.839599
16341546_14434003,-0.038640857,-477.98105,-21.558495,-8.6342535
17160200_17550301,-0.009287119,-467.64548,-21.129938,-2.0426896
17000198_1139124,-0.00064599514,-418.49753,-19.222113,-0.11920905
16525899_1139124,0.043408632,-443.45505,-20.28389,9.258121
543627_1139124,0.05549699,-439.12988,-19.829882,11.495378
15302057_10556983,-0.056282997,-427.4225,-19.80023,-10.441791
16525899_10556983,-0.03894186,-453.89093,-20.955233,-8.146533
5329051_10556983,-0.04421282,-451.8423,-20.867943,-9.14086
9840928_1139124,0.046141684,-413.19446,-18.771147,8.520973
11102639_1139124,-0.029119253,-417.7268,-19.093163,-5.148035
8612867_1139124,-0.08166242,-453.4051,-21.090427,-16.733429
7220660_17047657,0.017391205,-456.602,-20.572104,3.744605
64501_3783578,0.08906078,-417.57916,-19.113785,17.762146
16971634_8125161,-0.015141964,-448.0213,-20.429314,-3.091529
15962081_10187547,0.1231519,-417.83777,-18.8976,23.690239
121570_9505322,-0.01785922,-444.2627,-20.349367,-3.6239243
10530958_17047657,-0.042459965,-462.09082,-21.099297,-9.063183
15410020_3783578,-0.011211395,-422.3866,-19.151651,-2.0332472
8054782_10187547,-0.013752222,-475.15417,-21.453714,-3.0791807
8385039_12870692,0.056912422,-439.4696,-19.728704,11.255629
15510982_4907487,-0.10923004,-504.3042,-22.875591,-25.607883
14861023_16483710,-0.05884552,-490.0022,-22.256634,-13.669646
10837098_4907487,-0.039733768,-464.5774,-21.028046,-8.447546
3325087_4907487,0.03275764,-441.94598,-20.237755,6.93462
1782050_16566859,-0.094123125,-493.46057,-22.149435,-21.032017
403791_4907487,0.14621317,-396.3974,-17.891663,27.200745
16931085_5239670,-0.07044506,-476.90314,-21.69012,-15.401312
13769506_17557419,-0.19589424,-459.36044,-21.175407,-36.652153
15609965_16483710,-0.19461465,-485.7485,-22.398277,-40.857613
14983750_3043249,-0.018468857,-457.29892,-20.754406,-3.8844635
9797019_14256128,0.11967993,-425.10583,-19.459229,25.674385
2387468_9588689,0.24647093,-393.88104,-17.888697,51.886833
4567866_12835731,-0.01145184,-472.44986,-21.318531,-2.5661736
1393184_17167231,0.04373324,-459.2721,-21.081348,10.160658
4765981_12979262,-0.040527582,-473.56516,-21.806492,-9.254717
1704021_11845761,0.08984631,-425.64557,-19.713392,19.144678
8038628_11845761,-0.027098775,-441.3463,-20.384745,-5.481602
10601282_3274000,0.04425454,-442.93292,-20.484608,9.676964
12621996_3867272,0.014327347,-437.7202,-19.878445,2.8710985
10034241_2452815,-0.026469111,-450.17224,-20.527723,-5.4328265
5405210_14267768,-0.053683758,-467.1645,-20.913841,-11.131187
16646720_14267768,-0.040507793,-442.9747,-20.05877,-7.829716
9097981_6349618,0.03472328,-389.15408,-17.924313,5.7784605
4264349_10509279,0.0047516823,-411.4885,-18.495522,0.816597
16684758_10509279,0.053752303,-424.85052,-18.979856,10.174657
6205401_6349618,0.053495586,-416.29535,-18.98391,10.090807
3127460_16357275,0.065817595,-411.13147,-18.835009,12.473301
15436412_4293325,0.05891663,-419.78442,-18.86429,11.1053705
15436412_6108152,0.11901629,-402.95538,-18.010721,21.77301
2013090_10509279,-0.07664108,-429.7393,-19.46161,-13.475532
16215967_8446583,-0.027276874,-418.58368,-18.902977,-4.700247
12834289_16848974,0.062098384,-416.09012,-18.971357,11.901468
5890133_4665397,-0.009929895,-473.17664,-21.557224,-2.2786756
536433_16848974,0.06975329,-424.58887,-19.266266,13.865792
14143144_16848974,-0.046997786,-452.44806,-20.34378,-9.264554
8823127_17557446,0.07526064,-411.37415,-18.853785,14.407824
12507892_5716579,-0.17078328,-455.00797,-20.515875,-30.591581
8449953_17513103,0.080580294,-451.97308,-20.372948,18.180096
369716_4665397,0.06329155,-445.86163,-20.175982,13.750034
15561179_4665397,-0.042363644,-474.41702,-21.647179,-9.5105295
1707457_816992,0.06423652,-411.5674,-18.838121,11.941951
14798000_816992,-0.05178106,-425.94855,-19.656033,-9.38494
7684273_816992,0.0039782524,-398.9219,-18.106462,0.65319633
2746665_816992,0.11237794,-399.67764,-18.139141,20.481533
1707457_692722,0.03801,-477.4187,-21.92717,9.45159
4590980_692722,-0.0212816,-462.86917,-21.184294,-4.5335565
15149737_4025697,0.039295733,-465.01166,-21.46658,9.3157835
7351838_16102810,0.025666714,-489.17624,-22.36003,6.5673056
5756721_816992,-0.06470847,-410.257,-18.75182,-10.659302
16780159_14746003,0.05821371,-416.79123,-19.053408,10.80625
16825738_14746003,0.12860191,-352.8868,-16.21969,19.37413
17340383_14746003,0.0012845397,-395.4292,-18.050175,0.20774853
12760639_14746003,-0.063990116,-410.35663,-18.43285,-10.158051
7838604_10517333,-0.0020689964,-495.46582,-22.623909,-0.5283842
12137679_10087278,0.062180877,-471.05377,-21.226213,14.92812
2422312_10087278,0.00869143,-492.6104,-22.507483,2.2198343
7743600_10087278,-0.009683609,-495.10132,-22.339573,-2.3932228
7358314_10087278,0.022395372,-482.77014,-22.359991,5.7241263
15641249_10087278,-0.087593436,-516.244,-23.143785,-21.569149
13046037_10517333,-0.038441896,-495.76123,-22.387074,-9.269485
2426118_10087278,0.041885316,-479.34143,-22.142439,10.711618
13145526_10087278,-0.08068657,-516.76917,-23.19002,-20.075783
2558175_15297342,-0.024622202,-475.73914,-21.358305,-5.4803867
5410129_7590508,0.015957117,-431.16336,-19.332773,3.0301156
3629398_11457390,-0.038488388,-456.83722,-20.945892,-8.12854
15962081_9097895,-0.037849188,-437.13107,-19.597551,-6.7967787
528030_15297342,-0.048379064,-477.387,-21.403353,-10.563538
14987413_8276112,-0.08424759,-473.5531,-21.648148,-18.199879
16147583_9097895,-0.032001257,-467.14243,-21.27512,-7.0086594
4369610_7590508,0.013382733,-447.15732,-20.217783,2.7591088
14552152_7590508,-0.034158707,-452.79852,-20.650764,-7.0137568
13433701_14556148,-4.99E-05,-481.044,-21.858315,-0.011674881
12621996_16255840,-0.066908,-512.4263,-23.202023,-16.598541
10034241_14556148,0.049310744,-480.25015,-21.734272,12.073489
1015454_16255840,-0.03902936,-494.2204,-22.695827,-9.468246
15374923_14556148,-0.014552593,-486.68033,-21.945988,-3.371883
16108965_15362874,-0.041368246,-482.8723,-21.902105,-9.5221615
2415844_8882858,0.009752512,-468.55603,-21.790564,2.3372517
7746319_15362874,-0.10699272,-426.30008,-19.69591,-17.649761
6275876_15178390,0.011916995,-462.97302,-21.637878,2.82334
401688_15362874,-0.014369726,-483.9783,-22.214272,-3.494688
961747_12132568,-0.09542513,-428.29047,-19.562181,-15.765864
16108965_9371535,-0.047034144,-483.44855,-21.938643,-10.80452
8186785_15178390,-0.014612675,-487.0657,-22.244898,-3.5624418
16533678_8882858,-0.0114405155,-442.30005,-20.138222,-2.2634907
353853_11791807,0.1671654,-403.46725,-18.238016,32.660667
8686935_11791807,0.16936636,-398.20667,-18.147577,32.892365
11923155_11791807,-0.06991267,-438.58447,-19.636553,-12.533031
17557378_2770389,-0.2297672,-465.2555,-21.88093,-44.725304
6092371_2770389,-0.0039219856,-439.39807,-19.818586,-0.76723444
16546280_14114809,-0.15509295,-478.7022,-21.783787,-31.487686
10732305_11791807,-0.0063257217,-427.125,-19.41723,-1.1736217
13459819_8341283,0.036245704,-435.85577,-19.702948,7.2253594
15788739_11791807,0.1352827,-385.02704,-17.765205,24.498234
7580300_2878699,0.11084175,-422.81464,-18.857132,21.895882
17557280_1006522,0.18918508,-397.70853,-17.89671,36.707787
4573991_2878699,0.121174395,-443.45325,-20.22359,28.192263
8051451_5379866,0.16159832,-425.3149,-19.079126,35.070885
15841498_1006522,0.20600498,-394.1991,-17.823175,40.595276
2046472_5379866,0.02120918,-464.21115,-21.026873,4.781428
12813301_1006522,-0.06712711,-467.82523,-21.250595,-14.152857
7580300_758702,0.09316659,-390.70068,-17.735365,16.155216
11351252_758702,-0.24634194,-485.6077,-22.049215,-47.86609
15118443_17382182,0.06082213,-439.60773,-20.170202,13.17265
7778722_17382182,-0.11898351,-484.9336,-21.981756,-25.688728
9986497_17382182,-0.032591105,-492.3585,-22.134373,-7.695755
11196637_17382182,0.03777635,-458.61682,-20.750805,8.444185
16493351_12986488,0.02756244,-456.18253,-20.80793,6.1311154
4236897_12986488,-0.1385355,-498.8604,-22.797647,-31.564491
14458296_17382182,0.10258269,-447.3512,-20.392767,23.692238
6068989_17382182,0.09854257,-430.61798,-19.5077,20.797565
5363208_17382182,-0.05170214,-482.0382,-21.510036,-11.368927
949596_3765158,-0.01876247,-416.6367,-18.858131,-3.2709615
15506825_6649270,-0.052685976,-422.9354,-19.226812,-9.2416115
6875017_6649270,0.12972116,-402.46402,-18.112413,24.278896
507846_10721741,0.30351734,-357.57208,-16.60731,60.064537
12182724_544348,-0.10324836,-437.20575,-20.400776,-19.474564
6025778_10721741,-0.051715374,-467.57162,-21.137346,-10.9751625
1919493_6649270,0.017321289,-393.95386,-18.038368,2.8674579
5566545_10721741,-0.04912281,-468.5398,-21.134932,-10.447286
12182724_6649270,-0.051733732,-424.63495,-19.325974,-9.171991
6698203_3108565,0.0005919337,-463.77698,-20.98073,0.13031769
8135204_14148871,-0.017573357,-464.38647,-20.807081,-3.7229307
17115268_14148871,-0.035226703,-470.96466,-21.40595,-7.735104
16963047_16418231,-0.124558926,-476.2176,-21.35201,-25.246544
17277437_7039592,-0.012072682,-473.09137,-21.32634,-2.697497
7684273_3108565,-0.16302776,-479.33386,-21.569454,-32.39942
17306207_7039592,-0.05739355,-434.10754,-19.388319,-10.12072
14944109_7039592,-0.01323998,-442.07498,-19.784492,-2.5553632
14094097_14148871,-0.0006123781,-432.34692,-19.492792,-0.11623728
17000198_17268127,0.04790312,-421.1347,-19.568228,9.583699
3118090_17268127,-0.024157166,-476.2564,-22.144913,-5.7665467
7818287_17268127,0.0058290362,-469.502,-21.389643,1.340147
15995548_9805670,0.019856095,-487.9755,-22.028158,4.893608
5217295_4108031,-0.021951437,-448.79807,-20.587421,-4.5260324
11152892_16489038,-0.060180902,-472.5976,-21.420424,-13.010247
3118090_9805670,-0.03366995,-483.21643,-22.33548,-8.10617
13281665_674055,0.010486841,-460.29395,-20.596556,2.213001
401688_674055,-0.056373596,-462.21106,-21.175585,-11.804895
12806084_4297794,0.010768294,-450.52902,-20.363586,2.2184467
7951274_674055,-0.05538118,-458.7581,-20.814987,-11.263498
15175021_4297794,0.0099310875,-420.07257,-18.777401,1.7670624
11268840_11892325,-0.027459979,-451.40192,-20.193975,-5.4085593
10463315_4297794,-0.05573654,-460.1298,-20.73415,-11.210275
4985858_674055,-0.018227935,-454.77774,-20.69233,-3.7845893
5397648_11482981,-0.018908262,-448.53046,-19.99181,-3.6802387
17267687_11152892,-0.1859901,-485.4109,-22.278051,-38.913925
10766330_2512633,-0.11583662,-444.92725,-20.414654,-21.465115
12660161_2512633,0.09345937,-435.19232,-19.569708,19.741282
17247922_11221699,-0.067218065,-486.79578,-22.167068,-15.474358
9183264_2544761,-0.09998727,-461.30902,-20.858927,-19.667881
13849586_17440406,0.09347379,-406.584,-18.477869,17.476444
11246891_7511172,0.0024598837,-390.5824,-17.723679,0.3864243
9167370_9228061,0.04974091,-443.1958,-19.900883,10.294841
11869552_2020131,-0.07827723,-455.27045,-20.87508,-15.697643
12863801_17440406,0.07345307,-391.47714,-17.75384,12.491269
6296416_7511172,-0.070374966,-456.16168,-20.536736,-13.724037
16422707_6642599,-0.09415126,-480.8675,-21.66423,-20.058008
5038303_2544761,0.032999933,-434.9431,-19.632977,6.531891
13025299_11443061,0.033895373,-456.79987,-20.63999,7.4566507
1564627_16978067,0.8565266,-177.04317,-8.081612,193.37393
13496552_12728930,-0.017426014,-448.43436,-20.47287,-3.5634534
507846_16978067,0.17204905,-397.783,-18.376825,35.02384
7278430_16978067,0.070567966,-436.25946,-19.871561,14.989498
4560416_9498225,0.057011902,-431.88562,-19.951302,11.965992
13738154_9498225,0.08024371,-437.1906,-20.069202,17.53267
16866433_9498225,0.04756397,-442.76956,-20.14422,10.087276
6384750_16978067,-0.074273944,-444.5216,-20.30498,-14.156236
363099_17380599,-0.058830976,-454.81738,-20.60054,-11.763678
28731_2992092,0.108885884,-414.80185,-18.937344,21.910065
438067_16736442,0.0013341308,-448.57803,-20.02124,0.26748943
2746665_16736442,0.05602938,-438.0087,-20.060667,11.941376
13367274_17380599,-0.023242116,-470.447,-21.46289,-5.2256355
11331181_12377834,0.11113596,-409.54358,-18.670721,21.69542
3612818_16165327,-0.0733664,-460.0911,-20.738771,-14.687641
10010468_2811347,0.079802096,-428.43506,-19.68743,16.806244
16198582_2811347,-0.06370318,-491.34656,-22.145267,-14.625507
5710101_11668321,-0.101453304,-459.5332,-20.828001,-19.765673
3996507_7351838,0.14960283,-433.3014,-19.747488,34.273098
12348420_9589571,0.15634835,-402.91687,-18.01237,29.48516
9397439_4670169,0.023228168,-432.55414,-20.180592,4.7915044
16363748_9589571,0.060367465,-445.56787,-20.675032,13.7309265
4738051_4670169,0.05856979,-441.89166,-20.158268,12.567407
9392890_7351838,0.023341298,-439.35535,-20.334173,4.901992
3834522_3778918,-0.028149366,-510.23392,-23.369122,-7.45688
15453343_11668321,-0.013095617,-448.52536,-19.957327,-2.543188
12221053_17424720,0.024899006,-467.80615,-21.42081,5.8378005
6567067_2995858,-0.0988034,-471.86972,-21.513987,-20.80918
12846578_243562,0.035553396,-424.0855,-19.25984,6.814584
15064622_14327105,0.051200688,-421.44452,-18.962248,9.623541
11018755_14327105,-0.15738225,-450.03345,-20.738323,-28.978746
4583888_14327105,-0.059301257,-446.67953,-20.37495,-11.579644
7311226_17424720,0.03383124,-463.2859,-21.203682,7.850097
4255590_11285412,0.10097849,-419.8447,-18.949036,20.1565
4301053_2995858,-0.0651443,-462.46838,-21.219702,-13.768763
4352502_11021491,0.07078028,-439.17514,-19.985466,15.144054
7345853_4590962,-0.051845312,-488.10858,-22.333675,-12.2925
10628030_15452459,-0.11242592,-494.50552,-22.577065,-25.756643
10309317_4590962,0.056888342,-469.49945,-21.5163,13.950631
7809733_13793876,0.22987008,-393.12314,-17.72547,46.848003
10203762_14903287,-0.04056275,-466.9196,-21.107985,-8.67724
7345853_15452459,-0.08176005,-489.78976,-22.535372,-19.189137
7345853_14903287,-0.08809745,-487.69623,-22.40508,-20.310589
1232194_4590962,-0.012042761,-450.3557,-20.219208,-2.3989055
8686935_15077277,0.012139797,-477.41376,-21.702806,2.8935938
10675136_8366659,0.08143169,-455.7904,-20.89684,19.355356
67985_672666,-0.046693325,-492.34616,-22.145367,-10.893551
8686935_8366659,0.029921114,-471.85446,-21.425383,7.078904
3692994_672666,0.012875676,-475.49194,-21.59833,3.0314646
5206328_8504601,0.033710897,-472.6427,-21.500631,8.055313
8686935_17557286,0.044390917,-471.2731,-21.33461,10.570086
6092371_8366659,0.028274417,-450.9082,-20.544321,6.1071305
6752991_7660695,0.11947405,-440.70236,-19.717033,26.091978
9997627_8022181,0.002588153,-453.84845,-21.144629,0.5796337
13864437_10122845,-0.073158264,-405.05878,-18.728851,-11.627888
15096871_5837762,-0.024055958,-459.47592,-20.76783,-5.0623956
64501_15667179,-0.034289837,-471.77142,-21.693075,-7.797009
8707752_8022181,-0.016392112,-455.44266,-20.880903,-3.5043707
17129419_10122845,-0.03957033,-462.8349,-21.346727,-8.650311
2378342_1936360,-0.013261795,-451.75592,-20.572977,-2.7602084
6463278_15667179,-0.024827361,-440.56915,-20.11375,-4.8148694
17145597_17356285,0.0955261,-390.73117,-17.65778,16.37841
16314634_17356285,-0.00028944016,-440.7198,-20.068504,-0.056775093
17267687_17356285,0.07308245,-415.2179,-18.460136,13.26265
17340383_17356285,0.021540463,-398.7746,-18.230972,3.6451035
11737734_12799263,-0.016171575,-444.81213,-20.376688,-3.2814274
15788739_12799263,0.0900442,-401.1684,-18.686045,17.242107
7832526_12799263,0.03725159,-439.63815,-20.201988,7.80464
5998821_13544859,-0.07186854,-493.26468,-22.835176,-17.47508
10732305_15251616,-0.0049932003,-466.22754,-21.216507,-1.1169665
15939779_13544859,-0.05435109,-472.63217,-21.825768,-12.265366
151306_10223362,-0.038723707,-490.67395,-22.440338,-9.3865
14736342_15882056,0.08143222,-415.55365,-19.075832,15.962791
2518600_15882056,0.0781104,-376.68787,-17.007515,12.202185
3189483_15882056,-0.035021067,-428.48495,-19.448933,-6.38598
2956284_15882056,0.04066086,-418.8246,-19.311567,7.8422275
7964372_1654411,0.10898793,-410.82614,-18.485657,20.70103
15999688_5755320,-0.02248609,-456.3388,-21.169243,-4.9272013
1861545_3368478,0.055024922,-415.16907,-18.70658,10.183685
11470113_1654411,-0.115237474,-455.12732,-20.575626,-21.68164
5651435_15882056,0.07609981,-376.48413,-17.016302,11.873114
6030180_11090706,0.1837855,-398.1545,-17.766539,35.39594
16160011_11090706,0.18709552,-376.87115,-17.072147,33.53887
2746665_438067,-0.050082207,-456.9065,-20.710598,-10.210415
14655752_223723,0.01586479,-435.8237,-19.770947,3.1503272
12419961_7868066,-0.011796951,-452.41708,-20.677992,-2.4771938
10285617_15904328,0.044528782,-421.5235,-19.339289,8.688964
3527854_1421036,0.28223592,-334.85428,-15.078039,44.36806
